node1	node2	node1_string_id	node2_string_id	node1_external_id	node2_external_id	neighborhood	fusion	cooccurence	homology	coexpression	experimental	knowledge	textmining	combined_score
RPA2	GTF2H1	990895	979693	ENSP00000363021	ENSP00000265963	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.619
RPA2	RPA3	990895	976606	ENSP00000363021	ENSP00000223129	0.000	0.000	0.000	0.000	0.000	0.999	0.720	0.000	0.999
CHEK2	RAD54L	992579	990469	ENSP00000372023	ENSP00000361043	0.000	0.000	0.000	0.000	0.000	0.384	0.000	0.000	0.384
PCNA	POLD4	991950	983647	ENSP00000368438	ENSP00000311368	0.000	0.000	0.000	0.000	0.000	0.846	0.900	0.000	0.983
CHUK	NFKB1	990127	976749	ENSP00000359424	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.890	0.900	0.000	0.988
LIG4	POLD1	988208	978920	ENSP00000349393	ENSP00000262266	0.000	0.000	0.000	0.000	0.000	0.192	0.000	0.000	0.191
BAD	AKT3	983354	979261	ENSP00000309103	ENSP00000263826	0.000	0.000	0.000	0.000	0.000	0.357	0.800	0.000	0.862
PIK3CA	AKT3	979288	979261	ENSP00000263967	ENSP00000263826	0.000	0.000	0.000	0.000	0.000	0.225	0.800	0.000	0.834
PCNA	PIK3CD	991950	991590	ENSP00000368438	ENSP00000366563	0.000	0.000	0.000	0.000	0.000	0.248	0.000	0.000	0.247
IKBKG	IKBKB	989953	986774	ENSP00000358622	ENSP00000339151	0.000	0.000	0.000	0.504	0.000	0.999	0.900	0.000	0.999
CFLAR	RIPK1	983787	978509	ENSP00000312455	ENSP00000259808	0.000	0.000	0.000	0.000	0.000	0.937	0.900	0.000	0.993
RFC3	XRCC6	992135	988652	ENSP00000369411	ENSP00000352257	0.000	0.000	0.000	0.000	0.000	0.582	0.000	0.000	0.581
RFC5	POLD4	996982	983647	ENSP00000408295	ENSP00000311368	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
POLD1	NTHL1	978920	976340	ENSP00000262266	ENSP00000219066	0.000	0.000	0.000	0.000	0.000	0.388	0.000	0.000	0.388
BRCA1	CHEK1	988359	980540	ENSP00000350283	ENSP00000278916	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
IL3	PIK3CA	981850	979288	ENSP00000296870	ENSP00000263967	0.000	0.000	0.000	0.000	0.000	0.620	0.900	0.000	0.959
MNAT1	CDK7	978667	978199	ENSP00000261245	ENSP00000256443	0.000	0.000	0.000	0.000	0.000	0.989	0.900	0.000	0.998
POLE	PMS2	984840	979682	ENSP00000322570	ENSP00000265849	0.000	0.000	0.000	0.000	0.000	0.229	0.000	0.000	0.229
XRCC6	CFLAR	988652	983787	ENSP00000352257	ENSP00000312455	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
IL3RA	BAX	985410	981408	ENSP00000327890	ENSP00000293288	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
TNF	TRADD	995272	987063	ENSP00000392858	ENSP00000341268	0.000	0.000	0.000	0.000	0.000	0.997	0.000	0.000	0.996
RAD52	RPA1	988506	978067	ENSP00000351284	ENSP00000254719	0.000	0.000	0.000	0.000	0.000	0.937	0.000	0.000	0.937
RELA	IKBKG	994309	989953	ENSP00000384273	ENSP00000358622	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
MAP3K14	CASP10	987185	980968	ENSP00000342059	ENSP00000286186	0.000	0.000	0.000	0.000	0.000	0.845	0.000	0.000	0.845
BCL2	CASP3	985632	983604	ENSP00000329623	ENSP00000311032	0.000	0.000	0.000	0.000	0.000	0.846	0.000	0.000	0.845
RAD52	FEN1	988506	982899	ENSP00000351284	ENSP00000305480	0.000	0.000	0.000	0.000	0.000	0.581	0.000	0.000	0.581
IRAK1	IKBKB	990032	986774	ENSP00000358997	ENSP00000339151	0.000	0.000	0.000	0.525	0.000	0.846	0.900	0.000	0.983
RAD54B	ERCC4	986466	983532	ENSP00000336606	ENSP00000310520	0.000	0.000	0.000	0.000	0.000	0.192	0.000	0.000	0.191
HMGB1	NFKB1	987319	976749	ENSP00000343040	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
CASP10	TNFRSF10A	980968	976441	ENSP00000286186	ENSP00000221132	0.000	0.000	0.000	0.000	0.000	0.838	0.900	0.000	0.982
MYD88	IL1A	993574	979164	ENSP00000379625	ENSP00000263339	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
FEN1	ERCC1	982899	975751	ENSP00000305480	ENSP00000013807	0.000	0.000	0.000	0.000	0.000	0.581	0.000	0.000	0.581
RAD17	FEN1	992299	982899	ENSP00000370151	ENSP00000305480	0.000	0.000	0.000	0.000	0.000	0.624	0.000	0.000	0.623
DDB1	CDK7	982456	978199	ENSP00000301764	ENSP00000256443	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
PIK3R1	IL1R1	980292	977047	ENSP00000274335	ENSP00000233946	0.000	0.000	0.000	0.000	0.000	0.846	0.900	0.000	0.983
MYD88	IL1RAP	993574	975818	ENSP00000379625	ENSP00000072516	0.000	0.000	0.000	0.612	0.000	0.846	0.800	0.000	0.967
ERCC2	ERCC5	993226	987985	ENSP00000375809	ENSP00000347978	0.000	0.000	0.000	0.000	0.000	0.621	0.900	0.000	0.959
FEN1	APEX1	982899	976233	ENSP00000305480	ENSP00000216714	0.000	0.000	0.000	0.000	0.000	0.621	0.900	0.000	0.959
AIFM1	PMS2	981039	979682	ENSP00000287295	ENSP00000265849	0.000	0.000	0.000	0.000	0.000	0.308	0.000	0.000	0.307
DFFA	CASP7	991513	982057	ENSP00000366237	ENSP00000298700	0.000	0.000	0.000	0.000	0.000	0.621	0.800	0.000	0.919
BRCA2	ATM	992153	980514	ENSP00000369497	ENSP00000278616	0.000	0.000	0.000	0.000	0.000	0.621	0.900	0.000	0.959
RPA2	PARP1	990895	989329	ENSP00000363021	ENSP00000355759	0.000	0.000	0.000	0.000	0.000	0.463	0.000	0.000	0.462
FEN1	MSH2	982899	977012	ENSP00000305480	ENSP00000233146	0.000	0.000	0.000	0.000	0.000	0.640	0.000	0.000	0.639
CFLAR	NFKB1	983787	976749	ENSP00000312455	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
TRAF2	IL1R1	977592	977047	ENSP00000247668	ENSP00000233946	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
FEN1	NTHL1	982899	976340	ENSP00000305480	ENSP00000219066	0.000	0.000	0.000	0.000	0.000	0.387	0.000	0.000	0.386
RFC3	RAD54L	992135	990469	ENSP00000369411	ENSP00000361043	0.000	0.000	0.000	0.000	0.000	0.190	0.000	0.000	0.190
RAD52	ATR	988506	987414	ENSP00000351284	ENSP00000343741	0.000	0.000	0.000	0.000	0.000	0.577	0.000	0.000	0.577
BID	RPA1	984404	978067	ENSP00000318822	ENSP00000254719	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
PARP1	NBN	989329	979610	ENSP00000355759	ENSP00000265433	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
ERCC2	CDK7	993226	978199	ENSP00000375809	ENSP00000256443	0.000	0.000	0.000	0.000	0.000	0.846	0.900	0.000	0.983
GTF2H5	GTF2H1	989395	979693	ENSP00000356067	ENSP00000265963	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
RFC3	XRCC5	992135	985622	ENSP00000369411	ENSP00000329528	0.000	0.000	0.000	0.000	0.000	0.580	0.000	0.000	0.579
ERCC4	NTHL1	983532	976340	ENSP00000310520	ENSP00000219066	0.000	0.000	0.000	0.000	0.000	0.624	0.000	0.000	0.623
PIK3R4	PIK3C3	988179	978862	ENSP00000349205	ENSP00000262039	0.000	0.000	0.000	0.000	0.000	0.906	0.900	0.000	0.989
EXO1	DMC1	983715	976139	ENSP00000311873	ENSP00000216024	0.000	0.000	0.000	0.000	0.000	0.191	0.000	0.000	0.191
LIG4	ERCC4	988208	983532	ENSP00000349393	ENSP00000310520	0.000	0.000	0.000	0.000	0.000	0.387	0.000	0.000	0.386
RAD54L	XRCC5	990469	985622	ENSP00000361043	ENSP00000329528	0.000	0.000	0.000	0.000	0.000	0.226	0.000	0.000	0.226
PRKACB	CAPN1	990206	980567	ENSP00000359719	ENSP00000279247	0.000	0.000	0.000	0.000	0.000	0.231	0.000	0.000	0.230
NBN	MSH6	979610	977074	ENSP00000265433	ENSP00000234420	0.000	0.000	0.000	0.000	0.000	0.333	0.000	0.000	0.333
MUS81	RAD50	983204	979585	ENSP00000307853	ENSP00000265335	0.000	0.000	0.000	0.000	0.000	0.290	0.000	0.000	0.290
RFC5	PCNA	996982	991950	ENSP00000408295	ENSP00000368438	0.000	0.000	0.000	0.000	0.000	0.995	0.900	0.000	0.999
RELA	BRCA1	994309	988359	ENSP00000384273	ENSP00000350283	0.000	0.000	0.000	0.000	0.000	0.846	0.000	0.000	0.845
PPP3CA	CHEK2	993449	992579	ENSP00000378323	ENSP00000372023	0.000	0.000	0.000	0.000	0.000	0.268	0.000	0.000	0.268
CASP9	PIK3CB	985709	981143	ENSP00000330237	ENSP00000289153	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
MSH5	MSH4	991269	979126	ENSP00000364894	ENSP00000263187	0.000	0.000	0.000	0.646	0.000	0.989	0.000	0.000	0.988
RFC4	PARP2	981740	977736	ENSP00000296273	ENSP00000250416	0.000	0.000	0.000	0.000	0.000	0.387	0.000	0.000	0.386
ERCC5	MNAT1	987985	978667	ENSP00000347978	ENSP00000261245	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
GTF2H1	GTF2H4	979693	978518	ENSP00000265963	ENSP00000259895	0.000	0.000	0.000	0.000	0.000	0.996	0.900	0.000	0.999
RELA	IL1R1	994309	977047	ENSP00000384273	ENSP00000233946	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
RFC3	TOPBP1	992135	978617	ENSP00000369411	ENSP00000260810	0.000	0.000	0.000	0.000	0.000	0.227	0.900	0.000	0.917
IRAK1	NFKBIA	990032	976240	ENSP00000358997	ENSP00000216797	0.000	0.000	0.000	0.000	0.000	0.192	0.000	0.000	0.191
XAB2	CCNH	988481	978238	ENSP00000351137	ENSP00000256897	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
APEX2	ERCC1	991110	975751	ENSP00000364126	ENSP00000013807	0.000	0.000	0.000	0.000	0.000	0.640	0.000	0.000	0.639
ATR	PIK3CA	987414	979288	ENSP00000343741	ENSP00000263967	0.000	0.000	0.000	0.418	0.000	0.345	0.000	0.000	0.345
CHUK	RIPK1	990127	978509	ENSP00000359424	ENSP00000259808	0.000	0.000	0.000	0.525	0.000	0.000	0.900	0.000	0.899
ATM	MSH2	980514	977012	ENSP00000278616	ENSP00000233146	0.000	0.000	0.000	0.000	0.000	0.333	0.000	0.000	0.333
LIG3	XRCC1	991843	979056	ENSP00000367787	ENSP00000262887	0.000	0.000	0.000	0.000	0.000	0.998	0.900	0.000	0.999
AKT2	NFKBIA	993239	976240	ENSP00000375892	ENSP00000216797	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
IKBKB	AKT3	986774	979261	ENSP00000339151	ENSP00000263826	0.000	0.000	0.000	0.650	0.000	0.000	0.800	0.000	0.800
PCNA	OGG1	991950	983033	ENSP00000368438	ENSP00000306561	0.000	0.000	0.000	0.000	0.000	0.580	0.000	0.000	0.579
XPA	MLH1	991140	976973	ENSP00000364270	ENSP00000231790	0.000	0.000	0.000	0.000	0.000	0.234	0.000	0.000	0.234
FAS	TNFRSF10B	987986	980417	ENSP00000347979	ENSP00000276431	0.000	0.000	0.000	0.674	0.000	0.538	0.000	0.000	0.538
FEN1	MLH1	982899	976973	ENSP00000305480	ENSP00000231790	0.000	0.000	0.000	0.000	0.000	0.387	0.000	0.000	0.386
PRKACG	IL3	991572	981850	ENSP00000366488	ENSP00000296870	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
FASLG	IKBKB	989529	986774	ENSP00000356694	ENSP00000339151	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
XPA	GTF2H1	991140	979693	ENSP00000364270	ENSP00000265963	0.000	0.000	0.000	0.000	0.000	0.846	0.900	0.000	0.983
RELA	PRKACG	994309	991572	ENSP00000384273	ENSP00000366488	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
RPA2	UNG	990895	977329	ENSP00000363021	ENSP00000242576	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
CAST	CASP3	993526	983604	ENSP00000379158	ENSP00000311032	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
XPA	APEX2	991140	991110	ENSP00000364270	ENSP00000364126	0.000	0.000	0.000	0.000	0.000	0.624	0.000	0.000	0.623
RAD23B	GTF2H1	988422	979693	ENSP00000350708	ENSP00000265963	0.000	0.000	0.000	0.000	0.000	0.620	0.900	0.000	0.959
ERCC2	MNAT1	993226	978667	ENSP00000375809	ENSP00000261245	0.000	0.000	0.000	0.000	0.000	0.800	0.900	0.000	0.978
POLD4	FEN1	983647	982899	ENSP00000311368	ENSP00000305480	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
AKT2	PIK3R1	993239	980292	ENSP00000375892	ENSP00000274335	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
XPA	NTHL1	991140	976340	ENSP00000364270	ENSP00000219066	0.000	0.000	0.000	0.000	0.000	0.607	0.000	0.000	0.607
POLD1	RPA3	978920	976606	ENSP00000262266	ENSP00000223129	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
XPA	RAD52	991140	988506	ENSP00000364270	ENSP00000351284	0.000	0.000	0.000	0.000	0.000	0.356	0.000	0.000	0.356
CAST	CAPNS1	993526	977534	ENSP00000379158	ENSP00000246533	0.000	0.000	0.000	0.000	0.000	0.846	0.000	0.000	0.845
CASP8	TNFRSF1A	988504	975867	ENSP00000351273	ENSP00000162749	0.000	0.000	0.000	0.000	0.000	0.812	0.900	0.000	0.979
RFC3	RFC4	992135	981740	ENSP00000369411	ENSP00000296273	0.000	0.000	0.000	0.761	0.000	0.845	0.900	0.000	0.983
CHEK1	POLD1	980540	978920	ENSP00000278916	ENSP00000262266	0.000	0.000	0.000	0.000	0.000	0.388	0.000	0.000	0.388
TNF	BAD	995272	983354	ENSP00000392858	ENSP00000309103	0.000	0.000	0.000	0.000	0.000	0.190	0.000	0.000	0.190
RFC4	POLD3	981740	979230	ENSP00000296273	ENSP00000263681	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
RAD54L	PAK7	990469	984886	ENSP00000361043	ENSP00000322957	0.000	0.000	0.000	0.000	0.000	0.160	0.000	0.000	0.160
RPA2	MSH6	990895	977074	ENSP00000363021	ENSP00000234420	0.000	0.000	0.000	0.000	0.000	0.489	0.000	0.000	0.489
XRCC5	NBN	985622	979610	ENSP00000329528	ENSP00000265433	0.000	0.000	0.000	0.000	0.000	0.231	0.000	0.000	0.230
ERCC3	MNAT1	980930	978667	ENSP00000285398	ENSP00000261245	0.000	0.000	0.000	0.000	0.000	0.982	0.900	0.000	0.998
RELA	TRADD	994309	987063	ENSP00000384273	ENSP00000341268	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
UNG	APEX1	977329	976233	ENSP00000242576	ENSP00000216714	0.000	0.000	0.000	0.000	0.000	0.408	0.000	0.000	0.408
RFC1	MLH1	978706	976973	ENSP00000261424	ENSP00000231790	0.000	0.000	0.000	0.000	0.000	0.333	0.000	0.000	0.333
XAB2	CDK7	988481	978199	ENSP00000351137	ENSP00000256443	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
BCL2L1	BAX	982553	981408	ENSP00000302564	ENSP00000293288	0.000	0.000	0.000	0.722	0.000	0.999	0.900	0.000	0.999
DCLRE1C	XRCC5	991797	985622	ENSP00000367527	ENSP00000329528	0.000	0.000	0.000	0.000	0.000	0.187	0.900	0.000	0.913
RFC4	CHEK1	981740	980540	ENSP00000296273	ENSP00000278916	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
APAF1	BAX	988791	981408	ENSP00000353059	ENSP00000293288	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
CCNH	CDK7	978238	978199	ENSP00000256897	ENSP00000256443	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.000	0.999
POLD4	POLD1	983647	978920	ENSP00000311368	ENSP00000262266	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.000	0.999
DCLRE1C	FEN1	991797	982899	ENSP00000367527	ENSP00000305480	0.000	0.000	0.000	0.000	0.000	0.225	0.000	0.000	0.224
CHEK1	MSH2	980540	977012	ENSP00000278916	ENSP00000233146	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
BIRC3	TRAF2	979190	977592	ENSP00000263464	ENSP00000247668	0.000	0.000	0.000	0.000	0.000	0.999	0.000	0.000	0.998
TP53	RPA1	979979	978067	ENSP00000269305	ENSP00000254719	0.000	0.000	0.000	0.000	0.000	0.998	0.000	0.000	0.998
CHUK	PRKDC	990127	983877	ENSP00000359424	ENSP00000313420	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
RPA2	XRCC5	990895	985622	ENSP00000363021	ENSP00000329528	0.000	0.000	0.000	0.000	0.000	0.640	0.000	0.000	0.639
DCLRE1C	RAD50	991797	979585	ENSP00000367527	ENSP00000265335	0.000	0.000	0.000	0.000	0.000	0.620	0.900	0.000	0.959
ERCC2	MRE11A	993226	985197	ENSP00000375809	ENSP00000325863	0.000	0.000	0.000	0.000	0.000	0.387	0.000	0.000	0.386
ATM	RPA3	980514	976606	ENSP00000278616	ENSP00000223129	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
MUTYH	PCNA	996969	991950	ENSP00000408176	ENSP00000368438	0.000	0.000	0.000	0.000	0.000	0.846	0.000	0.000	0.845
MNAT1	GTF2H4	978667	978518	ENSP00000261245	ENSP00000259895	0.000	0.000	0.000	0.000	0.000	0.384	0.900	0.000	0.934
PPP3CC	MLH1	977245	976973	ENSP00000240139	ENSP00000231790	0.000	0.000	0.000	0.000	0.000	0.207	0.000	0.000	0.207
RFC5	POLD2	996982	993523	ENSP00000408295	ENSP00000379148	0.000	0.000	0.000	0.000	0.000	0.235	0.900	0.000	0.918
RELA	NFKB2	994309	975943	ENSP00000384273	ENSP00000189444	0.000	0.000	0.000	0.835	0.000	0.846	0.900	0.000	0.983
FASLG	CFLAR	989529	983787	ENSP00000356694	ENSP00000312455	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
RFC3	RAD54B	992135	986466	ENSP00000369411	ENSP00000336606	0.000	0.000	0.000	0.000	0.000	0.190	0.000	0.000	0.190
CHEK1	CDC6	980540	976059	ENSP00000278916	ENSP00000209728	0.000	0.000	0.000	0.000	0.000	0.080	0.900	0.000	0.901
XRCC6	MSH2	988652	977012	ENSP00000352257	ENSP00000233146	0.000	0.000	0.000	0.000	0.000	0.619	0.000	0.000	0.619
PRKDC	NBN	983877	979610	ENSP00000313420	ENSP00000265433	0.000	0.000	0.000	0.000	0.000	0.231	0.000	0.000	0.230
IKBKB	NFKB1	986774	976749	ENSP00000339151	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.937	0.900	0.000	0.993
BID	CAPN2	984404	981537	ENSP00000318822	ENSP00000295006	0.000	0.000	0.000	0.000	0.000	0.619	0.000	0.000	0.619
APEX2	ERCC4	991110	983532	ENSP00000364126	ENSP00000310520	0.000	0.000	0.000	0.000	0.000	0.671	0.000	0.000	0.671
BCL2L1	AKT3	982553	979261	ENSP00000302564	ENSP00000263826	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
BRCA1	PIK3R1	988359	980292	ENSP00000350283	ENSP00000274335	0.000	0.000	0.000	0.000	0.000	0.310	0.000	0.000	0.310
CHEK2	PPP3CC	992579	977245	ENSP00000372023	ENSP00000240139	0.000	0.000	0.000	0.000	0.000	0.268	0.000	0.000	0.268
POLD2	FEN1	993523	982899	ENSP00000379148	ENSP00000305480	0.000	0.000	0.000	0.000	0.000	0.387	0.900	0.000	0.934
PPP3CB	MLH1	993447	976973	ENSP00000378306	ENSP00000231790	0.000	0.000	0.000	0.000	0.000	0.207	0.000	0.000	0.207
TRADD	CFLAR	987063	983787	ENSP00000341268	ENSP00000312455	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
PIK3C2A	PMS2	979697	979682	ENSP00000265970	ENSP00000265849	0.000	0.000	0.000	0.000	0.000	0.308	0.000	0.000	0.307
ERCC5	RPA3	987985	976606	ENSP00000347978	ENSP00000223129	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
TOPBP1	CDC6	978617	976059	ENSP00000260810	ENSP00000209728	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
RELA	MAP3K14	994309	987185	ENSP00000384273	ENSP00000342059	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
RAD23B	CDK7	988422	978199	ENSP00000350708	ENSP00000256443	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
RAD1	ERCC4	987003	983532	ENSP00000340879	ENSP00000310520	0.000	0.000	0.000	0.000	0.000	0.633	0.000	0.000	0.633
ATR	XRCC5	987414	985622	ENSP00000343741	ENSP00000329528	0.000	0.000	0.000	0.000	0.000	0.231	0.000	0.000	0.230
CASP9	PIK3R1	985709	980292	ENSP00000330237	ENSP00000274335	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
BRCA1	ATM	988359	980514	ENSP00000350283	ENSP00000278616	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.000	0.999
TP53	GTF2H1	979979	979693	ENSP00000269305	ENSP00000265963	0.000	0.000	0.000	0.000	0.000	0.846	0.000	0.000	0.845
TNF	IKBKB	995272	986774	ENSP00000392858	ENSP00000339151	0.000	0.000	0.000	0.000	0.000	0.846	0.000	0.000	0.845
MYD88	FADD	993574	982467	ENSP00000379625	ENSP00000301838	0.000	0.000	0.000	0.000	0.000	0.921	0.800	0.000	0.983
POLD2	RAD52	993523	988506	ENSP00000379148	ENSP00000351284	0.000	0.000	0.000	0.000	0.000	0.356	0.000	0.000	0.356
ATR	CDC6	987414	976059	ENSP00000343741	ENSP00000209728	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
RAD52	RPA3	988506	976606	ENSP00000351284	ENSP00000223129	0.000	0.000	0.000	0.000	0.000	0.797	0.900	0.000	0.978
APAF1	CASP6	988791	979557	ENSP00000353059	ENSP00000265164	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
ERCC5	DMC1	987985	976139	ENSP00000347978	ENSP00000216024	0.000	0.000	0.000	0.000	0.000	0.388	0.000	0.000	0.388
MUS81	DMC1	983204	976139	ENSP00000307853	ENSP00000216024	0.000	0.000	0.000	0.000	0.000	0.505	0.000	0.000	0.505
MYD88	NGF	993574	989928	ENSP00000379625	ENSP00000358525	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
PRKDC	APEX1	983877	976233	ENSP00000313420	ENSP00000216714	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.000	0.800
CHUK	NGF	990127	989928	ENSP00000359424	ENSP00000358525	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
ERCC3	DDB2	980930	978247	ENSP00000285398	ENSP00000256996	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
ERCC5	RAD50	987985	979585	ENSP00000347978	ENSP00000265335	0.000	0.000	0.000	0.000	0.000	0.291	0.000	0.000	0.291
IRAK1	IRAK2	990032	978202	ENSP00000358997	ENSP00000256458	0.000	0.000	0.000	0.808	0.000	0.898	0.900	0.000	0.989
RAD17	PIK3CD	992299	991590	ENSP00000370151	ENSP00000366563	0.000	0.000	0.000	0.000	0.000	0.248	0.000	0.000	0.247
CHEK1	RPA3	980540	976606	ENSP00000278916	ENSP00000223129	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
PIK3R1	NFKBIA	980292	976240	ENSP00000274335	ENSP00000216797	0.000	0.000	0.000	0.000	0.000	0.621	0.900	0.000	0.959
PIK3R5	PIK3R3	979978	979026	ENSP00000269300	ENSP00000262741	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
NTRK1	PIK3CB	988539	981143	ENSP00000351486	ENSP00000289153	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
BRCA2	RPA3	992153	976606	ENSP00000369497	ENSP00000223129	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
XPC	ERCC1	980908	975751	ENSP00000285021	ENSP00000013807	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
CASP8	CASP6	988504	979557	ENSP00000351273	ENSP00000265164	0.000	0.000	0.000	0.832	0.000	0.937	0.900	0.000	0.993
MNAT1	GTF2H3	978667	976839	ENSP00000261245	ENSP00000228955	0.000	0.000	0.000	0.000	0.000	0.792	0.900	0.000	0.977
PMS2L3	NTHL1	982611	976340	ENSP00000302965	ENSP00000219066	0.000	0.000	0.000	0.000	0.000	0.203	0.000	0.000	0.202
PIK3CB	NBN	981143	979610	ENSP00000289153	ENSP00000265433	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
CASP3	BIRC2	983604	976784	ENSP00000311032	ENSP00000227758	0.000	0.000	0.000	0.000	0.000	0.937	0.900	0.000	0.993
XPC	GTF2H3	980908	976839	ENSP00000285021	ENSP00000228955	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
CFLAR	FADD	983787	982467	ENSP00000312455	ENSP00000301838	0.000	0.000	0.000	0.000	0.000	0.995	0.900	0.000	0.999
BRCA1	RAD50	988359	979585	ENSP00000350283	ENSP00000265335	0.000	0.000	0.000	0.000	0.000	0.980	0.900	0.000	0.997
RAD54L	EME1	990469	986874	ENSP00000361043	ENSP00000339897	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
CASP8	TRADD	988504	987063	ENSP00000351273	ENSP00000341268	0.000	0.000	0.000	0.000	0.000	0.984	0.900	0.000	0.998
PRKACB	PRKAR2B	990206	979652	ENSP00000359719	ENSP00000265717	0.000	0.000	0.000	0.000	0.000	0.386	0.360	0.000	0.580
XRCC5	PRKDC	985622	983877	ENSP00000329528	ENSP00000313420	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.000	0.999
LIG4	XRCC5	988208	985622	ENSP00000349393	ENSP00000329528	0.000	0.000	0.000	0.000	0.000	0.845	0.900	0.000	0.983
RAD1	DMC1	987003	976139	ENSP00000340879	ENSP00000216024	0.000	0.000	0.000	0.000	0.000	0.577	0.000	0.000	0.577
XRCC6	MRE11A	988652	985197	ENSP00000352257	ENSP00000325863	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
CAPN1	IL1A	980567	979164	ENSP00000279247	ENSP00000263339	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
XRCC5	RPA1	985622	978067	ENSP00000329528	ENSP00000254719	0.000	0.000	0.000	0.000	0.000	0.640	0.000	0.000	0.639
MYD88	BIRC3	993574	979190	ENSP00000379625	ENSP00000263464	0.000	0.000	0.000	0.000	0.000	0.735	0.000	0.000	0.734
CASP8	NFKB1	988504	976749	ENSP00000351273	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
